Label,Title,
1,BJP Foundation Day: BJP क 42व स्थापन दिवस पर कार्यकर्त स क्य बोल PM Modi? सुनिए,
1,"इलेक्ट्रिक व्हीकल मालिक क बड़ तोहफा, यह मिलेग फ्र चार्जिंग क सुविधा",
1,"BJP क स्थापन दिवस पर Modi क संबोधन, 42 साल क हुआ BJP | BJP Foundation Day",
1,"IPL न बदल ग्राउंड्समैन क जिंदगी, कमर स सीध पांच सितार होटल पहुंचे",
1,ऋतिक रोशन-सब आजाद न सुजैन खान-अर्स्‍लान गोन क साथ GOA म क पार्टी,
1,"खुशखबर : घट जाएग Delhi स Srinagar क दूरी, महज 8 घंट म पूर होग सफर",
1,BJP Foundation Day : JP Nadda न कहा- ''PM Modi क नेतृत्व म BJP तेज स आग बढ़ रह है'',
1,"BJP Foundation Day: BJP क स्थापन दिवस पर कार्यकर्त क PM क 'मंत्र', सुन क्य बोल रह PM?",
1,"Bikaner Central Jail News | जेल प्रशासन न पकड मोबाइल, जवान महेंद्र बिश्नोई गिरफ्तार | Latest News",
1,"Bikaner म दर्दनाक सड़क हादसा, बोलेर कैम्पर और मिन ट्रक क भिड़ंत म 3 क मौत, कई घायल",
1,"मशरूम भ करत हैं आपस म बातें, 50 शब्द क डिक्शनर स चलत रहत है गॉसिप !",
1,"LIC IPO News: आईपीओ क साइज बढ़ सकत है सरकार, 50,000 करोड़ जुटान क प्लान",
1,"BJP Foundation Day: BJP क 42व स्थापन दिवस पर JP Nadda क संबोधन, सुनिए",
1,"लोग क लगाय 80 करोड़ क चूना, ठगन क शातिर अंदाज जान पुलिस भ हैरान",
1,70 क सुब्रत और 65 साल क अपर्णा... वृद्धाश्रम म प्यार हुआ और शाद कर ली,
1,"BJP क स्थापन दिवस पर PM Modi क संबोधन, जान क्य कह | BJP Foundation Day",
1,"Diary Writing: आप भ डाल डायर लिखन क आदत, जान इसक गजब क फायदे",
1,BJP Foundation Day : Swatantra Dev Singh न कहा- ''BJP पार्ट नह परिवार है'' | UP News,
1,"Weather Report: हिमाचल क 10 जिल म पार 30 डिग्र पार, ल क भ चेतावनी",
1,"Top Headline | इस वक्त क बड़ ख़बर, सुबह 10 बज क बड़ खबर | Morning Headlines | 06 April 2022",
1,"Bihar | Police क सामन दबंगई, जम चल ईंट और लाठी-डंड | Arrah | Viral Video",
1,शाहजहांपुर: बुजुर्ग महिल क बेट हुआ गुम त पुलिसवाल बन सहारा,
1,Karauli Violence Case: दंग भड़कान क साजिश म BJP leader Rajaram Gurjar क खिलाफ भ केस दर्ज,
1,"लाख रेल कर्मिय क बल्‍ले-बल्‍ले, इस दिन तक मिल जाएग बढ़ हुआ DA",
1,Top 10 Breaking | Top Headlines | Hindi News | Breaking News | Speed News | 06 April 2022,
1,युवक न बनाय ज्योतिरादित्य सिंधिय क जय विलास पैलेस क हूबह मॉडल,
1,"'देवदास' क पार बन जम नाच Shweta Mahara, गान 'डोल रे' क किय रिक्रिएट",
1,"डायरिय (दस्त) स हैं परेशान, काम आएंग य नेचुरल घरेल उपचार",
1,BJP Foundation Day : BJP स्थापन दिवस क मौक पर Lucknow म क्य बोल CM Yogi? सुनिए,
1,Kashmir म आतंक हमल म शहीद CRPF जवान Vishal Kumar क आज अंतिम संस्कार | 9 ki 9 khabar,
1,"यूक्रेन म भारत क राजदूत बन हर्ष कुमार जैन, कजाकिस्तान म भ द चुक सेवा",
1,"Crypto Update: बाजार म गिरावट, लेकिन Dogecoin म जबरदस्त तेजी, जान कारण",
1,"PM Kisan : अब किसान घर बैठ नह कर पाएंग eKYC, जान क्‍य करन होगा",
0,किसान आंदोलन जोड़ तस्वीर सोशल मीडिय यूज़र्स श्रद्धांजल अर्पित शेयर रह हैं ,
0,सोशल मीडिय मंदिर तस्वीर क दाव किय रह जबक तस्वीर अयोध्य नह ,
0,सोशल मीडिय दाव म गुरुद्वार समित जानबूझ गलीच हट ताक प्रधानमंत्र ठण्ड नीच चल पड़ ,
0,अजीत अंजुम बात क वायरल वीडिय सच्च पत लगाय पढ़ रिपोर्ट ,
0,आम आदम पार्ट बिधूड़ वीडिय क्लिप शेयर किय इसक वास्तविक लेख ,
0,सोशल मीडिय दाव क अनुसार बिलकिस बान 19 दिन जेल ,
0, वायरल वीडिय वर्ष 2017 दार्जीलिंग घटित घट सम्बन्ध रख ,
0,दाव दिल्ल पुलिस क पुलिसकर्म कार मुस्लिम युवक बाइक लग पुलिसकर्म उसक म गोल चल द ,
0, स्टार्ट-अप तस्वीर बेंगलुर 2019 शुर किय गय ,
0,हालांक बिहार क राजगीर शीश पुल बन ज़रूर वायरल तस्वीर ब्रिज नह ,
0, वायरल तस्वीर किसान आंदोलन संबंध नह रख बल्क केरल फ़रवर 2020 एंट सीएए प्रदर्शन ,
0, वीडिय क्लिप दिख रह व्यक्त पाकिस्त पत्रकार नह बल्क भारत क मोटिवेशनल स्प हर्षवर्धन ,
0,सोशल मीडिय वायरल दाव म अहमदाबाद एयरपोर्ट नाम सरदार वल्लभभ पटेल अड एयरपोर्ट गय ,
0,हालिय किसान प्रदर्शन क तस्वीर दाव क वायरल प्रधानमंत्र गौतम अड पत् झुक प्रणाम ,
0, तस्वीर 1994 नरेंद्र मोद गुजरात क पूर्व मंत्र पुत्र अल्प चपतवाल शाद शामिल ,
0,दाव तस्वीर दिख करीब 250 मिलियन लोग किसान आंदोलन क समर्थन आय ,
0,अड विलमार ब्रांडिंग दरअसल लोकोमोटिव ब्रांडिंग हिस्स रेलवेज़ राजस्व मदद ,
0,वीडिय क दाव किय गय महिल सलाम #Lovejihad असल मतलब समझ ,
0,दाव किसान भाजप उमेश सिंह इसल पीट क्यूंक पाकिस्तान ज़िंदाबाद क नार लग ,
0,वायरल तस्वीर चौक क बड़ा-स गद धनुष बाण बन देख सक है ,
0, वायरल तस्वीर एडिटिंग ऐप फ़ेसऐप इस्तेमाल करक बन गय है ,
0,दाव तस्वीर वर्तमान विपक्ष दल द्वार भारत क तोड़फोड़ दिख ,
0,दाव तस्वीर वर्तमान चल रह किसान आंदोलन क वक़्त ,
0,भारतीय क प्रवक् कर्नल अमन आनंद बात दाव फ़र्ज़ करार दिय ,
0,दाव किय रह तस्वीर कृष कानून क ख़िलाफ़ चल रह किसान आंदोलन ,
0, वायरल क्लिप अक्टूबर 2015 कश्मीर सिख द्वार पंजाब उनक धर्मग्रंथ क अपमान क ख़िलाफ़ विरोध ,
0,दाव किय रह भारत क दिन पहल पंजाब क मुख्य मंत्र मुकेश अम्ब मिल ,
0,दाव किसान आंदोलन दिल्ल चल मार्च क कारण राष्ट्रिय राजध 80 किलोमीटर लम्ब जाम लग ,
0,ट्विटर फ़ेसबुक दाव किय रह 21 सिख रेजिमेंट क सैनिक इस्तीफ़ दिय ,
0,दाव किय रह भाजप किसान आंदोलन क कारण फूट पड़ ,
0, तस्वीर मुंबई गुर गोबिंद सिंह जयं समारोह जिसम ऋतिक रोशन शिरकत थ ,
0,रवीश बात करक पत लग ऐस अपील नह ,
0,दाव लोग नागरिक संशोधन अधिनियम क ख़िलाफ़ प्रदर्शन रह किसान आंदोलन उन्ह हाथ ,
0,दाव यूज़र्स वीडिय क माध्यम किसान स्थित दर्श कोशिश रह वीडिय हज़ार संख्य शेयर ,
0,दाव किय रह किसान आंदोलन ख़ालिस्तान मूवमेंट आपस जुड़ ,
0,दाव किय रह तस्वीर किसान आंदोलन किसान तिरंग बेइज़्ज़ रह ,
0, तस्वीर 2008 बांग्लादेश क फ़तुल्लाह ईंट फैक्ट्र ल गय थ ,
0,दाव किय रह दोन शख़्स अमेरिक अप हनीमून छोड़ किसान प्रदर्शन शरीक हैं ,
0,वीडिय ग ग वाल व्यक्त संपर्क किय जिसम पुष्ट वीडिय 2019 रिकॉर्ड किय गय ,
0,केंद्र सरकार क नए कृष क़ानून क ख़िलाफ़ जार किसान क प्रदर्शन सुरक्षाबल कार्यव कनाड प्रधानमंत्र ,
0,वायरल वीडिय क किय गय दाव कह पार्ट जिहाद मानसिक ग्राउंड रिपोर्ट देख समझ किसान आंदोलन ,
0,दाव किय रह तस्वीर प्रदर्शन रह किसान भगवान राम क विरोध बैनर ल चल रह ,
0,वृद्ध किसान पहचान सुखदेव सिंह क तौर बात बत उन्ह बाह पीठ ,
0,दाव किय रह पंजाब 2000 हजार घोड़ क 20000 निहंग सिंह किसान क समर्थन दिल्ल रवान ,
0,पेश इलेक्ट्रीशियन नज़ीर मुहम्मद बात बत पुलिस शिकायत ,
0,सोशल मीडिय यूज़र तस्वीर हैदराबाद नगर निगम चुनाव जोड़ शेयर रह हैं ,
0,यूज़र्स तस्वीर हालिय किसान आंदोलन जोड़ शेयर रह हैं ,
0,सोशल मीडिय यूज़र्स तस्वीर शेयर दाव रह राजकुमार बंसल ,
0,सोशल मीडिय दाव किय गय तस्वीर दिख रह किसान दिल्ल क डेर डाल ,
0,नेटिज़ेंस दाव रह कश्मीर 370 35A हट पंजाब फसल उग बड़ तकलीफ रह होगी!! ,
0, वीडिय 2019 आईसीस क्रिकेट विश्व कप क मैच जह दर्शक खालिस्तान क समर्थन ,
0,सोशल मीडिय यूज़र्स द्वार दाव किय रह वीडिय अहमद पटेल अंतिम यात्र दर्शाय गय ,
0, वीडिय 2017 लगातार बारिश चेन्नई क इलाक प्रभावित किय जिसम मर समुद्र तट ,
0,गृह मंत्रालय द्वार जार ऐस आदेश नह मिल ,
0,बात बिलकिस बान बत अभ किसान विरोध प्रदर्शन भाग नह लिय जल्द व ,
0, वायरल वीडिय तत्कालीन अर्जेंट क राष्ट्रपत मारिसिय मैक्र चुनाव प्रचार दिख गय है ,
0,पत लग वायरल वीडिय दरअसल सीजीआई क्लिप ,
0, दिल्ल चल विरोध पृष्ठभूम कांग्रेस द्वार शेयर तस्वीर 2018 है ,
0,स्पूफ़ मज़ाकिय वीडिय यूनाइटेड किंगडम क एड फ़िल्म बन वाल 2005 बन ,
0,वायरल वीडिय क दाव किय गय दिल्ल पुलिस ब मास्क पह लोग दस घंट क जेल डाल रह ,
0,सोशल मीडिय वायरल वीडिय क्लिप क दाव किय गय मोद ज योग रूप कभ नह देख होग ,
0,सोशल मीडिय वायरल पोस्ट दाव किय गय रूस मुसलमान गैर-मुस्लिम क वाल शाद ,
0,एबीप न्यूज़ बुलेटिन क स्क्रीनशॉट ब्रेकिंग न्यूज़ टेम्पलेट संबित पात्र असंबंधित तस्वीर उपयोग करक ,
0, बयान क नीच भागवत नाम अलग जोड़ गय ऐस रिपोर्ट नह वायरल बयान पुष्ट ,
0, वीडिय छत्तीसगढ़ क रायगढ़ रेलव स्टेशन आई मालगाड़ ,
0, वायरल तस्वीर अक्टूबर 2019 ल गय अशोक गेहलोत दिवाल मन ,
0,हिन्द जाग्रत मंडल क आयोजक बात नार ठाण महाराष्ट्र गणपत विसर्जन क लग ,
0,भारतीय क सैन्य संचालन महानिदेशक कह पाकिस्तान आक्युपाइड कश्मीर कार्रव ख़बर फ़र्ज़ हैं ,
0,वायरल वीडिय मार्च 2020 राजस्थान क उदयपुर क मेनार ऐतिहासिक जमर बीज शौर्य पर्व जिसम लोग होल क ,
0, वीडिय इंडोनेशिय क पश्चिम जाव संभाग फ़िल्म गय जह चार साल बच्च इस्लामिक प्रार्थ ,
0, वायरल वीडिय अगस्त 4 2020 मुख्यमंत्र अयोध्य राम मंदिर क शिलान्यास क पहल पटाख जल ,
0, वीडिय 2019 मुख्यमंत्र गहलोत डूंगरपुर दौर क गलियाकोट स्थित सैयद फखरुद्दीन शहीद मज़ार ,
0, वायरल तस्वीर दरअसल 2018 ल गय तेजश्व यादव व्यापार क मर्डर क विरोध प्रदर्शन ,
0,वीडिय फ़ेसबुक ट्विटर शेयर रह हाल फ़्रांस इस्लामिक उग्रवाद स्कूल टीचर हत्य ,
0, वायरल तस्वीर अलग कथित हत्य क आरोप जुल ज़िल थ ,
0, वायरल वीडिय फरीदाबाद 2019 लोकसभ चुनाव पोलिंग एजेंट अवैध रूप मतदान किय थ ,
0, नवनिर्वाचित अमेरिक राष्ट्रपत बाइडेन क अहमद खान दिख तस्वीर साल 2015 हैं ,
0, मूल तस्वीर एडिट करक रोहित शर्म मुंबई इंडियंस क रूपांकन बुर्ज ख़लीफ़ लग गय है ,
0,अमेरिक चुनाव प्रक्रिय खत्म नह क्योंक मीडिय आउटलेट्स जॉर्जिय एरिज़ अलास्क राज्य चुनाव ,
0,वायरल तस्वीर क दाव किय रह बिहार चुनाव हार क राष्ट्रीय जन दल क दफ़्तर मिठ फेंक ,
0, वायरल रह तस्वीर पुर ,
0, वीडिय 2019 प्रयागराज संपन्न कुंभ मेल क शाह स्नान क नाग साध ,
0, तस्वीर तेजश्व यादव क अगस्त 2016 जेनेव दौर क वक़्त ल गय थ ,
0,सिंहवाड़ पीएचस क चिकित्स अधिकार बत जवान प्राथमिक उपचार किय गय मृत्य नह हुई ,
0, वायरल वीडिय 2018 रूस क ल्यूबेरत्स शहर चुनाव ,
0, पक्ष प्रजात नाम एंडियन कोंडोर कैटामार्क अर्जेंट 2012 घायल गय 2014 ,
0,ऐस प्रमाण नह मिल डेनमार्क मुसलमान क मतदान क अधिकार रद्द पुष्ट ,
0, वीडिय पुर 24 जनवर 2019 युवक फ़्लाइट प्रार्थ ल विवाद ‘अल्लाह अकबर’ ,
0, वायरल पोस्ट दाव फ़र्ज़ वीडिय गुजरात नह बल्क हरियाण क फ़तेहाबाद ज़िल है ,
0, तस्वीर जनवर यूप क देवरिय जिल तीन पुलिस कर्म कथित फ़ोन चोर पिट थ ,
0, वीडिय मई 2015 बेल्जियम संसद फ़िल्म गय ,
0, वायरल वीडिय सऊद अरब क अल अहस जह अधिकार ख़राब पनीर नष्ट रह थ ,
0, हाइपरटेंशन मधुमेह क कारण उनक देहांत पिछल साल मई ,
0,धुरंधर क्रिकेटर वीडिय मैसेज द्वार फ़र्ज़ खबर किय ख़ारिज ,
0, वायरल पोस्ट दाव फ़र्ज़ स्क्रीनशॉट एडिट किय गय है राण अय्यूब ऐस बयान नह दिय ,
0, वास्तविक कार्टून 2014 जिसपर शाहीन बाग़ शब्द अलग जोड़ गय ,
0, वायरल पोस्ट दाव फ़र्ज़ तस्वीर राम मंदिर निर्माण नह बल्क बनारस काश विश्वनाथ कॉरिडोर क ,
0, वायरल पोस्ट दाव फ़र्ज़ तस्वीर मृत व्यक्त गुजरात पप्प शुक्ल नह बल्क यमन इस्माइल ,
0, वीडिय सन यमन 9 नवंबर 2019 फ़िल्म गय ,
0,रैल बहुजन समाज पार्ट इसक हालिय बिहार चुनाव सरोकार नह ,
0, 2017 वीडिय हाल राजनैतिक साम्प्रदायिक गतिविध जोड़ वायरल किय रह ,
0, घट ब्राज़ील क कैफ़ अक्टूबर 12 2020 घटित ,
0, वायरल वीडिय क्लिप आठ साल पुर वीडिय फ़्रांस नह बल्क तुर्क ,
0,भारतीय न्यूज़ चैनल सहित बीजेप सोशल मीडिय पाकिस्तान संसद मोद क नार क बार भ्रामक दाव ,
0,वीडिय आठ साल पहल सितम्बर 2012 फ़िल्म गय प्रदर्शन खरतौम सूडान युएस युक ,
0, रैल मोद 3 मार्च 2019 पट संबोधित ,
0,वायरल स्क्रीनशॉट द वायर क लेख क्रॉप किय गय जिसम स्मृत ईर जेएनय क कार्यक्रम ,
0,लिफ़्ट क सीसीटीव फ़ुटेज महिल अज्ञात हमलावर द्वार बेरहम पिट लुट दिख गय है वीडिय मलेशिय ,
0,तस्वीर पुर कराच वर्तमान स्थित नह दिख हैं ,
0,तस्वीर 11 जनवर 2020 पीएम मोद दिवसीय कोलक यात्र क विरोध एंट सीएए प्रोटेस्ट क ,
0,जबक सोशल मीडिय #UninstallMyntra वायरल मिंत्र वायरल कार्टून नह बन ,
0,मूल प्लेकार्ड्स नाइजीरिय लोग विवादास्पद पुलिस इक सार्स क ख़िलाफ़ प्रदर्शन दिख हैं ,
0,वीडिय 2018 मध्य प्रदेश उप-चुनाव क पहल वायरल रह ,
0,केंट रिफ्यूज एक्शन नेटवर्क संपर्क किय पुष्ट उनक आयोजन तस्वीर 17 अक्टूबर ,
0,वायरल दाव फ़र्ज़ तस्वीर 2014 पीएम मोद कोलक रैल है ,
0,शहीद-ए-आज़म भगत सिंह चार तस्वीर मिल वायरल तस्वीर उनम नह है ,
0,कराच विपक्ष रैल फ़िल्म वीडिओज़ तस्वीर जांच तिरंग नह लहर गय ,
